ID,Prediction
user0x108c,1.0
user0x6d8,0.0
user0x1029,0.0
user0xac9,0.0
user0xfff,1.0
user0x14b5,1.0
user0xa9f,1.0
user0xf50,0.0
user0x129f,0.0
user0x1a03,0.0
user0x127e,1.0
user0x44f,1.0
user0x231,0.0
user0x13b8,1.0
user0x7de,1.0
user0x370,0.0
user0xe9d,0.0
user0x6fb,1.0
user0xa70,0.0
user0x3f0,1.0
user0xbae,0.0
user0x19f7,1.0
user0x197e,0.0
user0x592,1.0
user0x460,0.0
user0xdb7,0.0
user0x13e1,1.0
user0x876,0.0
user0xe7b,1.0
user0x4ab,1.0
user0x138b,1.0
user0x11a9,1.0
user0x9d5,1.0
user0x1454,1.0
user0x532,0.0
user0x1184,1.0
user0x151f,0.0
user0x111c,1.0
user0x1802,1.0
user0x12d5,0.0
user0x1983,0.0
user0xa63,1.0
user0x58c,0.0
user0xe0d,0.0
user0x883,0.0
user0x1ab7,1.0
user0xeac,1.0
user0x6b9,0.0
user0x9ed,1.0
user0x4cf,0.0
user0x124c,1.0
user0x89e,0.0
user0x18c,0.0
user0x1b56,0.0
user0xe48,0.0
user0x1849,0.0
user0x1921,1.0
user0x10b4,0.0
user0x5ff,1.0
user0x17ed,1.0
user0x1836,1.0
user0xc5d,0.0
user0xf93,0.0
user0xc2f,1.0
user0x7a7,0.0
user0x265,0.0
user0x122,0.0
user0x1187,1.0
user0x15e6,1.0
user0x3de,1.0
user0xcac,0.0
user0x938,1.0
user0x15d9,0.0
user0x13f3,0.0
user0x15e7,0.0
user0xf94,1.0
user0xdf8,1.0
user0x1175,1.0
user0x8ef,1.0
user0x28a,0.0
user0x617,0.0
user0xb9a,0.0
user0x1e7,0.0
user0xa0d,0.0
user0xd46,1.0
user0x145d,1.0
user0x6ec,0.0
user0x11e7,0.0
user0x8f2,0.0
user0x68e,1.0
user0x159,0.0
user0x521,1.0
user0xd67,0.0
user0x184e,1.0
user0x11f6,1.0
user0x354,0.0
user0x1873,1.0
user0x1a4b,0.0
user0x5c,0.0
user0x11ab,0.0
user0x1ab4,1.0
user0x17b5,1.0
user0x1854,0.0
user0xb91,0.0
user0x1301,0.0
user0x31a,1.0
user0x150a,1.0
user0x988,0.0
user0x19dc,1.0
user0x90c,1.0
user0xf15,0.0
user0x956,1.0
user0xd90,0.0
user0x1930,0.0
user0x1aea,0.0
user0x1413,0.0
user0x2be,0.0
user0x6ee,1.0
user0x1366,1.0
user0xe84,0.0
user0x12c1,0.0
user0xccc,1.0
user0x1389,1.0
user0xb7d,1.0
user0xab7,0.0
user0x161c,0.0
user0x1398,1.0
user0x339,0.0
user0xc98,1.0
user0x128c,0.0
user0x133f,1.0
user0x16c9,0.0
user0x5f5,1.0
user0x9bb,1.0
user0xfcc,0.0
user0x143d,1.0
user0xe0a,0.0
user0x1186,0.0
user0x13a3,0.0
user0x1a56,0.0
user0x1ae,0.0
user0x11af,0.0
user0x9ef,1.0
user0x1b4a,1.0
user0x239,1.0
user0x8c9,1.0
user0x1189,0.0
user0xc99,1.0
user0x3f7,0.0
user0x12ab,1.0
user0x18e8,1.0
user0x19f5,1.0
user0x6cb,1.0
user0x468,1.0
user0x836,0.0
user0x12c9,1.0
user0x140,1.0
user0x1474,0.0
user0x18ea,1.0
user0x121e,0.0
user0x1878,1.0
user0x10c0,0.0
user0x278,1.0
user0x241,1.0
user0x1774,1.0
user0xb6d,1.0
user0x13e2,1.0
user0x438,0.0
user0x13fa,0.0
user0x1172,0.0
user0xf09,1.0
user0x1877,0.0
user0x19c6,0.0
user0x1644,1.0
user0x73f,0.0
user0x1118,0.0
user0x97a,1.0
user0x77d,0.0
user0xeba,0.0
user0x195a,1.0
user0x13de,1.0
user0x3d7,0.0
user0x18e1,1.0
user0x68b,1.0
user0x311,0.0
user0x155d,0.0
user0x1278,0.0
user0xaca,0.0
user0x7b5,0.0
user0xc6d,0.0
user0xe88,1.0
user0x1b4c,0.0
user0xe97,1.0
user0x1f4,0.0
user0x1741,1.0
user0x16b,0.0
user0x845,0.0
user0xb59,0.0
user0x1ad7,1.0
user0x551,0.0
user0x124,0.0
user0xa17,0.0
user0xcf3,0.0
user0x1a0c,0.0
user0x1783,0.0
user0x692,0.0
user0x5d,0.0
user0x165f,1.0
user0x147f,0.0
user0x148e,1.0
user0x1a06,1.0
user0x13d6,0.0
user0x1b2e,1.0
user0x81e,1.0
user0x35b,1.0
user0x10e9,1.0
user0x117,0.0
user0x141d,0.0
user0xee8,0.0
user0xa91,1.0
user0x793,0.0
user0x11c0,1.0
user0x19fd,1.0
user0x7a4,0.0
user0x122f,0.0
user0xc82,1.0
user0x985,0.0
user0x13c7,1.0
user0x35d,1.0
user0x178c,0.0
user0x3aa,0.0
user0x857,0.0
user0x808,0.0
user0x6,0.0
user0x427,1.0
user0xeb1,0.0
user0x16cf,0.0
user0xf01,0.0
user0x1357,1.0
user0x1601,0.0
user0xe0,0.0
user0x11bd,0.0
user0x5f3,0.0
user0x954,1.0
user0x1b4,1.0
user0xe51,1.0
user0x18d8,0.0
user0x413,0.0
user0x54e,0.0
user0x722,0.0
user0xc21,1.0
user0x139e,0.0
user0x25a,0.0
user0x17eb,0.0
user0x1af4,1.0
user0x1329,1.0
user0x19af,0.0
user0x53a,0.0
user0x12f5,0.0
user0x101c,1.0
user0x18f1,0.0
user0x73d,1.0
user0xf2e,0.0
user0x300,1.0
user0x51c,0.0
user0x81f,1.0
user0xa24,0.0
user0x16a2,0.0
user0x15a3,0.0
user0x16e5,0.0
user0x538,1.0
user0xeb5,0.0
user0xfa7,0.0
user0x838,1.0
user0xbe3,0.0
user0xef9,0.0
user0x78b,1.0
user0xcff,0.0
user0xb64,1.0
user0x1ad6,0.0
user0xbb5,0.0
user0x1d0,1.0
user0x181b,0.0
user0x238,1.0
user0x2d5,0.0
user0x10eb,0.0
user0x71a,1.0
user0x5f6,0.0
user0x13a6,0.0
user0x7ac,1.0
user0x18b,1.0
user0x8e7,0.0
user0x167a,1.0
user0x294,1.0
user0x32d,0.0
user0x835,1.0
user0x477,0.0
user0x40b,0.0
user0xf66,1.0
user0x19,1.0
user0x71f,0.0
user0x1001,1.0
user0x999,0.0
user0x1b08,1.0
user0x1894,1.0
user0xd8b,0.0
user0x717,1.0
user0x1a2b,1.0
user0xc23,0.0
user0x157c,1.0
user0x7aa,0.0
user0x6e5,0.0
user0x305,0.0
user0xfba,1.0
user0xefb,1.0
user0x165d,1.0
user0xf78,0.0
user0x1aa3,0.0
user0x481,0.0
user0xc9,1.0
user0x15a2,1.0
user0x816,0.0
user0x7c2,0.0
user0x10d8,1.0
user0x13f9,1.0
user0x1403,1.0
user0x1aee,1.0
user0x16b0,0.0
user0x144f,0.0
user0x19a8,0.0
user0x14f2,1.0
user0x316,1.0
user0x92a,0.0
user0x8b,1.0
user0x75e,1.0
user0x152,1.0
user0x104,0.0
user0x24,0.0
user0x2cf,1.0
user0x11a1,0.0
user0x15d2,0.0
user0x1a74,0.0
user0x10fe,0.0
user0x178,0.0
user0x9dd,0.0
user0xe3a,0.0
user0x26c,0.0
user0xa5d,0.0
user0xc4b,0.0
user0x1073,0.0
user0x453,0.0
user0xa3a,1.0
user0x12e,1.0
user0x433,0.0
user0x1768,1.0
user0x160b,1.0
user0x17e8,1.0
user0x18a7,0.0
user0x126a,1.0
user0x16a,0.0
user0x17af,0.0
user0x61d,0.0
user0xdcb,1.0
user0x1443,0.0
user0x2dd,0.0
user0x3b9,0.0
user0x1e1,1.0
user0x1b19,1.0
user0x9aa,1.0
user0x110,0.0
user0x1827,0.0
user0x1aed,0.0
user0xb41,0.0
user0x1b06,1.0
user0xfce,0.0
user0x1431,0.0
user0x18ac,1.0
user0x2c5,1.0
user0x170f,1.0
user0x148d,0.0
user0xfad,1.0
user0xb21,0.0
user0x115d,1.0
user0xb2d,1.0
user0x82,1.0
user0x1537,1.0
user0xb86,0.0
user0x15df,1.0
user0x1596,1.0
user0x1273,1.0
user0x555,1.0
user0x1ea,1.0
user0x12a3,0.0
user0x59,1.0
user0x663,1.0
user0x7c8,1.0
user0xf19,1.0
user0x15f,0.0
user0x8ba,0.0
user0xc03,0.0
user0x4c2,0.0
user0xecd,1.0
user0x17b9,0.0
user0xf55,0.0
user0x796,0.0
user0x18f,0.0
user0x36b,1.0
user0x17e4,1.0
user0x1b39,0.0
user0x419,0.0
user0x1194,0.0
user0x71d,0.0
user0x44c,1.0
user0x17ec,1.0
user0x111d,0.0
user0x7e8,1.0
user0xd93,1.0
user0x1ae2,1.0
user0x89,1.0
user0xc29,1.0
user0x1a5,0.0
user0x16b4,0.0
user0x579,1.0
user0x12c0,0.0
user0x823,0.0
user0x3c3,0.0
user0xee0,0.0
user0xc8b,0.0
user0x44d,1.0
user0x170d,0.0
user0x1577,0.0
user0x9d3,1.0
user0x1781,1.0
user0x9e7,0.0
user0xab2,0.0
user0x13cc,0.0
user0x1b3,1.0
user0x132b,1.0
